Date;AAPL;JNJ;NSRGY;SAN;TM
2018-08-30 00:00:00;53,60539627;114,4388046;73,02301025;4,176190376;125,2600021
2018-08-31 00:00:00;54,22476196;114,218338;73,30309296;4,167838097;124,0800018
2018-09-04 00:00:00;54,39863968;113,3957748;72,30529785;4,15948534;122,0100021
2018-09-05 00:00:00;54,0437088;115,210495;72,04271698;4,167838097;120,4700012
2018-09-06 00:00:00;53,14565277;116,0669708;72,58538055;4,117723942;120,1900024
2018-09-07 00:00:00;52,7168541;116,448616;72,59413147;4,050904274;119,3000031
2018-09-10 00:00:00;52,00935745;116,3553314;72,95298767;4,109371185;119,1800003
2018-09-11 00:00:00;53,32429886;117,4577179;72,6116333;4,117723942;119,9199982
2018-09-12 00:00:00;52,66207123;118,1785278;73,33809662;4,101018429;119,9100037
2018-09-13 00:00:00;53,93413162;118,6279831;73,54815674;4,167838097;121,9599991
2018-09-14 00:00:00;53,32191086;118,2887802;73,53066254;4,15948534;122,2799988
2018-09-17 00:00:00;51,90216446;118,6873245;73,26808167;4,217952728;122,4800034
2018-09-18 00:00:00;51,98792267;119,1791992;72,85670471;4,293123722;125,0299988
2018-09-19 00:00:00;52,01888657;119,1113434;72,42782593;4,385000229;125,3199997
2018-09-20 00:00:00;52,4143219;120,4002762;73,8457489;4,518638134;124,9499969
2018-09-21 00:00:00;51,84975815;121,163559;73,50440216;4,485228539;124,7200012
2018-09-24 00:00:00;52,59536743;119,119812;72,35780334;4,401704788;124
2018-09-25 00:00:00;52,92886734;117,5679321;72,48033905;4,44346714;124,8799973
2018-09-26 00:00:00;52,50723648;117,1609116;73,25057983;4,385000229;125,1399994
2018-09-27 00:00:00;53,58633804;117,2118149;72,67289734;4,343238354;124,6100006
2018-09-28 00:00:00;53,7745285;117,1693954;72,82169342;4,176190376;124,3499985
2018-10-01 00:00:00;54,13661957;118,458374;73,11929321;4,15113306;124,8199997
2018-10-02 00:00:00;54,61780548;119,1282959;73,05802155;4,109371185;125,7099991
2018-10-03 00:00:00;55,28243256;117,8986893;73,16304016;4,201247692;122,6999969
2018-10-04 00:00:00;54,31050491;118,1700363;72,20027161;4,201247692;122,1800003
2018-10-05 00:00:00;53,42911911;117,9580536;71,28124237;4,15948534;121,5
2018-10-08 00:00:00;53,30524826;118,2039948;71,47380066;4,209599018;121,7200012
2018-10-09 00:00:00;54,0437088;118,0428619;71,34250641;4,209599018;119,9199982
2018-10-10 00:00:00;51,54007339;116,7962723;70,93113708;4,167838097;117,7799988
2018-10-11 00:00:00;51,08508301;113,4975128;69,29438782;4,101018429;116,75
2018-10-12 00:00:00;52,90982437;113,5229645;69,53946686;4,084314346;116,7600021
2018-10-15 00:00:00;51,77829742;113,5908203;69,82830048;4,109371185;115,6299973
2018-10-16 00:00:00;52,91933441;115,8041;70,84360504;4,18515873;118,0400009
2018-10-17 00:00:00;52,69065857;118,2633133;69,67075348;4,126213074;117,7300034
2018-10-18 00:00:00;51,45909119;118,2972641;69,59198761;3,957796335;116,6699982
2018-10-19 00:00:00;52,24281311;117,9156342;72,52410126;4,016742229;116,3199997
2018-10-22 00:00:00;52,56201553;117,6018829;73,07552338;3,940954924;117,0999985
2018-10-23 00:00:00;53,05750275;117,8138428;73,39061737;3,974637032;117,9700012
2018-10-24 00:00:00;51,23754501;116,5758057;72,85670471;3,789379835;114,5699997
2018-10-25 00:00:00;52,35953522;117,4238129;73,46939087;3,915692329;116,6600037
2018-10-26 00:00:00;51,52577972;116,1517868;73,38186646;3,890429735;117,3000031
2018-10-29 00:00:00;50,55863571;116,6436386;72,55036926;3,940954924;115,3099976
2018-10-30 00:00:00;50,81113815;119,3572693;73,66194916;3,966216803;116,2399979
2018-10-31 00:00:00;52,13560867;118,7127838;73,76698303;4,025163174;117,0500031
2018-11-01 00:00:00;52,93600464;119,4166107;74,22212219;4,109370708;117,6999969
2018-11-02 00:00:00;49,42472458;119,2978973;73,30309296;4,159896374;115,4599991
2018-11-05 00:00:00;48,02164841;120,5868683;73,47813416;4,084108829;115,4100037
2018-11-06 00:00:00;48,54095078;120,9006577;73,67945862;4,176737785;117,5800018
2018-11-07 00:00:00;50,01312256;122,7492905;74,10832977;4,176737785;119,3099976
2018-11-08 00:00:00;49,83862305;123,2157288;73,8457489;4,058846951;117,2900009
2018-11-09 00:00:00;48,87766266;123,249588;74,28338623;4,109370708;117,2399979
2018-11-12 00:00:00;46,4154892;123,4870834;73,6269455;3,974637032;115,5699997
2018-11-13 00:00:00;45,95173645;122,689949;73,75823212;4,092529774;115,1100006
2018-11-14 00:00:00;44,65371704;122,3253174;72,98799133;4,084108829;116,8799973
2018-11-15 00:00:00;45,75572586;122,5373001;73,21557617;4,067266464;117
2018-11-16 00:00:00;46,26249695;123,8008652;73,75823212;4,075688362;116,9599991
2018-11-19 00:00:00;44,42901993;125,2764053;73,11053467;4,067266464;117,1399994
2018-11-20 00:00:00;42,30630112;124,190918;73,32059479;3,90727067;117,2900009
2018-11-21 00:00:00;42,25847626;120,4087906;73,86325073;3,974637032;119,25
2018-11-23 00:00:00;41,18516159;120,6122894;74,04705811;3,915692329;119,7099991
2018-11-26 00:00:00;41,74214935;120,6464462;74,09957886;4,025163174;121,2699966
2018-11-27 00:00:00;41,65130234;122,2252655;74,22212219;4,008321285;121
2018-11-28 00:00:00;43,2529068;124,9732666;74,44094086;4,100950718;121,5800018
